# bin_center_x bin_center_y count mean_dx mean_dy mean_dz uu vv ww uv uw vw
28.500000 6.500000 3186 -1.002739 0.498453 0.701974 0.010011 0.002485 0.004783 -0.000111 0.000283 0.000046
28.500000 7.500000 3103 -0.998464 0.499134 0.701723 0.009842 0.002425 0.004750 -0.000022 -0.000060 0.000057
28.500000 8.500000 3122 -1.001520 0.499441 0.699592 0.009775 0.002464 0.004906 0.000055 -0.000007 0.000037
28.500000 9.500000 3159 -1.000368 0.497601 0.700870 0.009581 0.002532 0.004895 -0.000018 0.000017 -0.000050
28.500000 10.500000 3064 -1.000035 0.498967 0.701633 0.010087 0.002368 0.004722 -0.000040 0.000109 0.000066
28.500000 11.500000 3191 -1.000812 0.499106 0.697616 0.009794 0.002565 0.004991 0.000044 -0.000039 -0.000081
28.500000 12.500000 3112 -1.000276 0.499968 0.700625 0.009783 0.002551 0.004705 -0.000050 0.000045 0.000009
28.500000 13.500000 3125 -0.998599 0.500009 0.701502 0.009552 0.002424 0.004849 0.000020 -0.000166 0.000104
28.500000 14.500000 3213 -0.997249 0.500439 0.701785 0.010586 0.002645 0.004841 -0.000031 -0.000033 0.000023
28.500000 15.500000 3110 -0.996844 0.497994 0.700868 0.010052 0.002513 0.004770 0.000039 -0.000242 -0.000042
28.500000 16.500000 3153 -1.001097 0.499797 0.699704 0.009809 0.002464 0.004924 -0.000011 -0.000120 -0.000013
28.500000 17.500000 3078 -1.000924 0.499994 0.700106 0.009756 0.002521 0.005079 -0.000025 0.000053 0.000083
28.500000 18.500000 3097 -0.999968 0.499958 0.701178 0.010531 0.002547 0.004993 -0.000069 -0.000076 0.000066
28.500000 19.500000 3134 -0.997302 0.500536 0.702560 0.010214 0.002531 0.004850 0.000069 -0.000122 -0.000015
28.500000 20.500000 3136 -0.998270 0.501641 0.700295 0.009940 0.002557 0.004860 -0.000037 0.000116 0.000059
28.500000 21.500000 3185 -0.999792 0.499119 0.701846 0.009753 0.002492 0.004700 0.000189 0.000138 -0.000080
28.500000 22.500000 3106 -0.997773 0.500540 0.701180 0.009855 0.002554 0.004943 0.000188 -0.000053 -0.000032
28.500000 23.500000 3201 -1.000998 0.498825 0.700007 0.010186 0.002579 0.004813 0.000030 0.000024 -0.000042
28.500000 24.500000 3161 -0.997339 0.499964 0.700353 0.010196 0.002461 0.004976 -0.000099 0.000130 0.000089
28.500000 25.500000 3134 -1.002202 0.500371 0.698691 0.009789 0.002508 0.004912 0.000040 0.000001 0.000042
28.500000 26.500000 3106 -0.996961 0.501588 0.699208 0.010347 0.002530 0.004995 0.000053 -0.000091 0.000030
28.500000 27.500000 3065 -1.001690 0.499655 0.698139 0.009758 0.002450 0.004952 -0.000102 0.000145 0.000014
28.500000 28.500000 3117 -1.001592 0.500265 0.700473 0.009507 0.002496 0.005056 0.000062 -0.000118 0.000044
28.500000 29.500000 3141 -1.001937 0.498944 0.699838 0.009603 0.002547 0.004971 0.000006 -0.000019 0.000087
28.500000 30.500000 3029 -0.999751 0.498276 0.701143 0.009343 0.002466 0.004772 -0.000147 0.000065 0.000071
28.500000 31.500000 3062 -1.001329 0.500123 0.698441 0.010062 0.002435 0.005066 0.000052 0.000044 -0.000013
28.500000 32.500000 3118 -0.999003 0.499683 0.701178 0.010001 0.002525 0.004829 0.000080 0.000102 -0.000051
28.500000 33.500000 3154 -1.001029 0.499472 0.701611 0.009979 0.002533 0.005208 -0.000146 -0.000032 0.000064
28.500000 34.500000 3081 -0.997727 0.499014 0.700598 0.010047 0.002481 0.005053 0.000147 0.000050 0.000077
28.500000 35.500000 3070 -0.996886 0.497630 0.701270 0.009592 0.002538 0.005028 0.000071 -0.000011 0.000012
28.500000 36.500000 3126 -0.997960 0.500914 0.699491 0.009670 0.002529 0.004877 -0.000065 0.000072 -0.000035
28.500000 37.500000 3140 -1.002066 0.499785 0.700021 0.010312 0.002429 0.004957 0.000141 0.000147 -0.000019
28.500000 38.500000 3016 -1.000975 0.500283 0.699973 0.009803 0.002640 0.005014 0.000003 0.000081 0.000064
28.500000 39.500000 3135 -0.998701 0.499365 0.699976 0.009946 0.002454 0.004966 -0.000049 -0.000165 0.000049
28.500000 40.500000 3087 -1.000579 0.498743 0.698916 0.009647 0.002442 0.004789 0.000052 -0.000047 0.000031
28.500000 41.500000 3125 -0.998876 0.500029 0.700888 0.010150 0.002424 0.004984 0.000093 -0.000050 -0.000041
28.500000 42.500000 3116 -1.001056 0.499698 0.700909 0.010452 0.002475 0.004971 0.000049 -0.000039 0.000002
28.500000 43.500000 3130 -1.000032 0.499110 0.699527 0.009844 0.002539 0.004845 -0.000109 -0.000029 -0.000020
28.500000 44.500000 3131 -0.996948 0.501154 0.699238 0.009969 0.002481 0.005046 -0.000070 -0.000129 -0.000018
28.500000 45.500000 3136 -1.005137 0.500743 0.699594 0.009997 0.002555 0.004705 -0.000000 -0.000025 0.000074
28.500000 46.500000 3146 -1.002113 0.500185 0.699441 0.010103 0.002515 0.004997 0.000001 0.000026 0.000058
28.500000 47.500000 3163 -0.997000 0.499616 0.700623 0.010102 0.002382 0.005130 0.000144 0.000011 -0.000002
28.500000 48.500000 3042 -1.002575 0.499183 0.700712 0.009641 0.002526 0.004937 0.000188 0.000077 0.000117
28.500000 49.500000 3111 -0.997333 0.500102 0.700338 0.009855 0.002469 0.005045 -0.000054 0.000124 0.000024
28.500000 50.500000 3115 0.494971 0.499726 0.700786 0.762262 0.002499 0.004796 -0.002916 0.000090 -0.000001
28.500000 51.500000 3123 0.999253 0.499917 0.700182 0.009869 0.002606 0.004780 0.000151 -0.000091 -0.000075
28.500000 52.500000 3170 0.997543 0.500349 0.698330 0.009730 0.002387 0.004702 -0.000008 0.000263 0.000084
28.500000 53.500000 3178 0.998331 0.501561 0.700744 0.009639 0.002494 0.004806 -0.000026 0.000103 0.000004
28.500000 54.500000 3121 1.000703 0.498875 0.698950 0.010189 0.002566 0.004791 0.000040 -0.000006 0.000074
28.500000 55.500000 3064 0.997738 0.499618 0.699685 0.010162 0.002404 0.005020 -0.000002 0.000262 0.000059
28.500000 56.500000 3225 1.000664 0.498909 0.700321 0.010168 0.002490 0.004880 -0.000140 -0.000029 0.000063
28.500000 57.500000 3202 1.000681 0.501142 0.700379 0.010131 0.002490 0.004865 -0.000001 -0.000096 -0.000020
28.500000 58.500000 3160 1.002228 0.498847 0.702103 0.009712 0.002517 0.004941 0.000060 0.000164 0.000075
28.500000 59.500000 3072 0.999386 0.499946 0.698621 0.010161 0.002485 0.004908 0.000010 0.000084 0.000115
28.500000 60.500000 3087 1.003222 0.499260 0.701740 0.010135 0.002538 0.004823 -0.000127 -0.000171 0.000072
28.500000 61.500000 3184 0.997581 0.501187 0.700303 0.010096 0.002511 0.004802 0.000056 -0.000064 -0.000047
28.500000 62.500000 3044 1.002456 0.499687 0.700174 0.009892 0.002484 0.004790 0.000045 -0.000183 -0.000027
28.500000 63.500000 3104 1.000971 0.500379 0.701103 0.010037 0.002578 0.004931 0.000034 -0.000105 0.000016
28.500000 64.500000 3090 0.998961 0.499491 0.700040 0.010428 0.002508 0.004972 0.000069 -0.000140 0.000075
28.500000 65.500000 3112 0.998486 0.498557 0.699415 0.010442 0.002584 0.004936 0.000074 0.000108 0.000021
28.500000 66.500000 3147 1.002022 0.499290 0.699199 0.010080 0.002463 0.004861 0.000066 0.000101 -0.000026
28.500000 67.500000 3116 0.998584 0.500311 0.700844 0.010022 0.002375 0.004768 0.000058 -0.000256 0.000076
28.500000 68.500000 3149 1.000393 0.500370 0.699001 0.009999 0.002500 0.004820 0.000001 -0.000082 -0.000018
28.500000 69.500000 3161 1.000146 0.498390 0.698306 0.009734 0.002506 0.004837 0.000064 0.000071 0.000138
28.500000 70.500000 3078 0.999940 0.499934 0.699714 0.010037 0.002453 0.004912 -0.000094 0.000033 -0.000059
28.500000 71.500000 3025 1.002804 0.500882 0.701831 0.009937 0.002604 0.004864 0.000053 0.000070 0.000114
28.500000 72.500000 3058 1.000514 0.498563 0.700829 0.010540 0.002540 0.005034 0.000135 -0.000145 0.000040
28.500000 73.500000 3098 1.003690 0.500524 0.701927 0.009936 0.002490 0.004957 -0.000066 0.000145 -0.000017
28.500000 74.500000 3063 0.998565 0.500365 0.699922 0.009753 0.002522 0.004855 0.000182 0.000101 -0.000011
28.500000 75.500000 3174 0.999668 0.499305 0.698930 0.009846 0.002379 0.005038 0.000087 -0.000259 -0.000067
28.500000 76.500000 3092 0.995945 0.499175 0.700344 0.010025 0.002591 0.004876 -0.000103 0.000061 -0.000025
28.500000 77.500000 3144 0.999965 0.499532 0.699394 0.010584 0.002571 0.005074 -0.000010 0.000028 0.000025
28.500000 78.500000 3181 0.996361 0.500290 0.697308 0.009967 0.002512 0.005007 -0.000000 -0.000106 0.000126
28.500000 79.500000 3119 1.002723 0.499549 0.699829 0.009666 0.002614 0.004950 0.000034 0.000283 0.000039
28.500000 80.500000 3007 0.999118 0.500196 0.699463 0.009716 0.002620 0.004828 -0.000115 -0.000202 0.000063
28.500000 81.500000 3168 0.999827 0.500372 0.700716 0.009844 0.002472 0.004777 0.000200 0.000065 0.000005
28.500000 82.500000 3129 1.001535 0.498318 0.700006 0.010062 0.002606 0.004878 -0.000159 -0.000103 0.000057
28.500000 83.500000 3101 0.999569 0.498829 0.698660 0.009994 0.002473 0.004856 0.000059 0.000178 0.000020
28.500000 84.500000 3096 1.001052 0.499761 0.699977 0.009993 0.002350 0.004929 -0.000072 -0.000114 -0.000012
28.500000 85.500000 3085 0.996826 0.499849 0.701151 0.010127 0.002458 0.004965 -0.000162 0.000041 -0.000105
28.500000 86.500000 3158 1.000995 0.500122 0.700211 0.010420 0.002592 0.004788 0.000002 0.000003 0.000044
28.500000 87.500000 3150 1.000205 0.498795 0.700613 0.010086 0.002452 0.005080 0.000072 0.000339 -0.000007
28.500000 88.500000 3253 1.000627 0.500193 0.701070 0.010657 0.002684 0.005004 -0.000005 0.000222 0.000014
28.500000 89.500000 3129 0.996384 0.499867 0.699985 0.009963 0.002443 0.005047 -0.000078 -0.000151 -0.000096
28.500000 90.500000 3232 0.997793 0.501604 0.698699 0.010195 0.002537 0.004810 -0.000083 0.000097 -0.000025
28.500000 91.500000 3211 0.999704 0.500269 0.699891 0.009932 0.002582 0.004997 -0.000240 0.000027 0.000023
28.500000 92.500000 3213 0.995899 0.498649 0.701104 0.010029 0.002554 0.004991 0.000140 -0.000193 -0.000066
28.500000 93.500000 3278 1.000904 0.500181 0.702009 0.010042 0.002464 0.004890 0.000138 -0.000107 0.000018
28.500000 94.500000 3090 1.000761 0.499828 0.702173 0.009958 0.002579 0.004881 -0.000023 0.000334 0.000029
28.500000 95.500000 3088 0.996658 0.498972 0.701642 0.009941 0.002543 0.004869 -0.000128 -0.000031 0.000066
28.500000 96.500000 3171 0.995772 0.499583 0.700036 0.009822 0.002406 0.004963 0.000023 -0.000103 -0.000033
28.500000 97.500000 3128 1.000599 0.499811 0.702018 0.009941 0.002472 0.004915 0.000009 -0.000038 -0.000062
28.500000 98.500000 3050 1.001050 0.501045 0.698690 0.010197 0.002487 0.005128 0.000028 -0.000072 0.000033
28.500000 99.500000 3065 0.997028 0.500918 0.700126 0.009593 0.002542 0.005007 0.000036 0.000070 0.000008
28.500000 100.500000 768 0.999289 0.504944 0.703490 0.009374 0.002590 0.004529 -0.000002 -0.000124 0.000090
29.500000 0.500000 2392 -0.999933 0.499599 0.702430 0.010113 0.002523 0.004872 -0.000040 -0.000052 -0.000014
29.500000 1.500000 3145 -0.999675 0.501302 0.701447 0.009984 0.002546 0.004867 -0.000037 0.000129 -0.000074
29.500000 2.500000 3215 -1.000757 0.499060 0.702537 0.010012 0.002547 0.004799 0.000111 -0.000113 0.000011
29.500000 3.500000 3054 -0.999001 0.499286 0.699821 0.009848 0.002495 0.004786 0.000002 -0.000001 0.000023
29.500000 4.500000 3027 -0.999857 0.497972 0.699928 0.009739 0.002541 0.004841 -0.000129 -0.000002 0.000038
29.500000 5.500000 3102 -0.998004 0.499244 0.700472 0.009859 0.002538 0.005044 0.000038 0.000031 -0.000102
29.500000 6.500000 2930 -0.997904 0.500017 0.696396 0.010011 0.002522 0.004868 0.000002 -0.000045 -0.000008
29.500000 7.500000 3166 -1.001033 0.499917 0.700628 0.009982 0.002564 0.004965 -0.000055 0.000113 0.000088
29.500000 8.500000 3124 -0.999523 0.500438 0.701313 0.009738 0.002409 0.005063 0.000057 -0.000105 0.000039
29.500000 9.500000 3128 -0.999873 0.501447 0.700628 0.010208 0.002511 0.004827 0.000085 -0.000000 0.000020
29.500000 10.500000 3131 -1.000654 0.499874 0.700856 0.009788 0.002494 0.004988 -0.000134 0.000110 -0.000009
29.500000 11.500000 3152 -1.000802 0.499571 0.698260 0.009617 0.002467 0.004771 -0.000084 0.000210 0.000016
29.500000 12.500000 3137 -0.998233 0.500514 0.700335 0.009796 0.002498 0.004886 0.000002 -0.000036 0.000024
29.500000 13.500000 3149 -1.003050 0.500571 0.699780 0.009444 0.002549 0.005045 -0.000009 0.000006 0.000035
29.500000 14.500000 3121 -1.000092 0.500338 0.697600 0.010063 0.002535 0.004813 -0.000066 -0.000004 0.000110
29.500000 15.500000 3044 -0.999501 0.499936 0.701185 0.009674 0.002515 0.004779 0.000132 -0.000211 -0.000012
29.500000 16.500000 3147 -1.003329 0.499633 0.698630 0.010143 0.002370 0.005045 -0.000019 0.000103 -0.000068
29.500000 17.500000 3104 -0.997488 0.498941 0.700983 0.010132 0.002508 0.004897 0.000026 -0.000190 -0.000050
29.500000 18.500000 3126 -1.000212 0.501933 0.701255 0.009865 0.002508 0.004944 -0.000033 0.000042 0.000017
29.500000 19.500000 3120 -1.002752 0.500666 0.702637 0.009722 0.002636 0.005080 -0.000208 0.000046 -0.000044
29.500000 20.500000 3125 -0.997800 0.500356 0.700750 0.009575 0.002594 0.005045 -0.000027 0.000102 0.000010
29.500000 21.500000 3149 -1.001582 0.499666 0.702378 0.009831 0.002552 0.004679 -0.000085 0.000111 0.000078
29.500000 22.500000 3095 -1.000118 0.500500 0.701635 0.010138 0.002492 0.004974 0.000098 -0.000184 0.000002
29.500000 23.500000 3106 -0.999267 0.499563 0.700079 0.009977 0.002445 0.004902 0.000113 -0.000010 -0.000069
29.500000 24.500000 3034 -1.001375 0.498250 0.699949 0.010249 0.002410 0.005010 -0.000017 -0.000018 -0.000000
29.500000 25.500000 3004 -0.998897 0.499580 0.699752 0.009626 0.002471 0.004786 0.000069 0.000230 -0.000075
29.500000 26.500000 3141 -1.000784 0.500594 0.700792 0.009496 0.002576 0.005000 -0.000035 -0.000083 -0.000064
29.500000 27.500000 3163 -0.999255 0.499016 0.700563 0.009552 0.002413 0.004921 0.000058 -0.000101 -0.000081
29.500000 28.500000 3194 -0.997551 0.499766 0.701223 0.009700 0.002480 0.005021 -0.000075 -0.000023 -0.000087
29.500000 29.500000 3131 -0.999707 0.500413 0.700081 0.010027 0.002513 0.004806 -0.000074 0.000102 0.000096
29.500000 30.500000 3160 -1.002217 0.499905 0.699935 0.009942 0.002539 0.004750 -0.000088 0.000068 -0.000096
29.500000 31.500000 3103 -1.000449 0.500064 0.701116 0.010182 0.002492 0.004825 -0.000099 -0.000386 0.000059
29.500000 32.500000 3087 -0.999874 0.498755 0.699892 0.009893 0.002629 0.004945 -0.000175 -0.000204 0.000039
29.500000 33.500000 3173 -0.998891 0.500407 0.699741 0.009683 0.002516 0.004831 -0.000018 0.000089 0.000002
29.500000 34.500000 3101 -0.999641 0.499204 0.701239 0.010131 0.002415 0.004768 -0.000129 0.000004 -0.000022
29.500000 35.500000 3010 -0.998211 0.500151 0.698149 0.009698 0.002524 0.005013 -0.000047 0.000171 -0.000035
29.500000 36.500000 3133 -1.001786 0.501062 0.700837 0.010275 0.002600 0.005129 0.000060 -0.000090 0.000126
29.500000 37.500000 3193 -0.998294 0.500484 0.701105 0.009817 0.002499 0.004883 -0.000042 0.000082 0.000077
29.500000 38.500000 3042 -1.000184 0.499671 0.700567 0.010065 0.002587 0.004862 -0.000170 0.000102 0.000036
29.500000 39.500000 3116 -1.001526 0.498495 0.697824 0.009843 0.002567 0.005162 -0.000181 -0.000049 0.000005
29.500000 40.500000 3233 -0.997672 0.501347 0.701204 0.009889 0.002501 0.004730 -0.000020 -0.000056 -0.000001
29.500000 41.500000 3124 -1.001040 0.499148 0.699084 0.010201 0.002569 0.004948 -0.000022 -0.000097 0.000028
29.500000 42.500000 2911 -0.999610 0.498007 0.698926 0.009859 0.002564 0.004786 0.000123 0.000015 0.000070
29.500000 43.500000 3044 -0.996835 0.499558 0.698918 0.009892 0.002348 0.004646 0.000008 -0.000144 0.000015
29.500000 44.500000 3147 -0.997104 0.499129 0.700831 0.010051 0.002524 0.004931 0.000018 0.000200 -0.000019
29.500000 45.500000 3161 -1.001560 0.499099 0.699612 0.009915 0.002549 0.004943 -0.000176 0.000071 0.000180
29.500000 46.500000 3115 -0.995350 0.499697 0.699979 0.009899 0.002497 0.004969 -0.000029 0.000085 -0.000082
29.500000 47.500000 3206 -0.998695 0.501563 0.701209 0.010085 0.002606 0.004885 0.000021 0.000107 0.000013
29.500000 48.500000 3234 -0.997685 0.500022 0.699461 0.009758 0.002396 0.005154 -0.000120 0.000220 0.000015
29.500000 49.500000 3162 -0.998047 0.501939 0.699041 0.009538 0.002521 0.004884 0.000011 -0.000121 -0.000020
29.500000 50.500000 3224 0.475000 0.501228 0.699895 0.785141 0.002583 0.004814 -0.004638 0.000230 0.000094
29.500000 51.500000 3152 1.000838 0.499367 0.701175 0.009808 0.002468 0.004950 0.000065 0.000079 -0.000055
29.500000 52.500000 3152 0.998692 0.499617 0.699727 0.010400 0.002515 0.004957 0.000099 -0.000112 -0.000137
29.500000 53.500000 3251 1.001789 0.500549 0.701920 0.010354 0.002495 0.004837 -0.000033 -0.000134 0.000015
29.500000 54.500000 3040 0.996111 0.500935 0.695953 0.009804 0.002438 0.004685 -0.000009 -0.000140 0.000093
29.500000 55.500000 3175 0.999455 0.499383 0.701524 0.010099 0.002550 0.004855 -0.000313 0.000011 0.000089
29.500000 56.500000 3013 1.000370 0.498938 0.699070 0.009929 0.002454 0.004842 0.000076 0.000034 -0.000050
29.500000 57.500000 3150 1.001231 0.498661 0.701251 0.010076 0.002468 0.005016 -0.000049 0.000099 -0.000119
29.500000 58.500000 3180 0.997955 0.497800 0.699861 0.009830 0.002621 0.004742 0.000014 -0.000027 -0.000134
29.500000 59.500000 3130 0.998461 0.498984 0.699065 0.009722 0.002459 0.004983 0.000019 -0.000018 -0.000088
29.500000 60.500000 3115 0.999357 0.499121 0.700688 0.009715 0.002513 0.004968 -0.000017 -0.000072 0.000085
29.500000 61.500000 3194 1.001281 0.499480 0.700806 0.009872 0.002432 0.004778 -0.000043 -0.000140 0.000013
29.500000 62.500000 3221 1.003421 0.500909 0.701676 0.009841 0.002512 0.005066 0.000027 -0.000063 0.000115
29.500000 63.500000 3086 0.997944 0.499747 0.701123 0.009974 0.002443 0.005005 -0.000046 -0.000105 -0.000036
29.500000 64.500000 2970 1.000266 0.500049 0.699100 0.010178 0.002560 0.004920 -0.000018 -0.000139 -0.000049
29.500000 65.500000 3156 1.001147 0.498010 0.698920 0.010146 0.002514 0.005175 0.000141 0.000111 0.000000
29.500000 66.500000 3153 1.000223 0.501639 0.699183 0.009808 0.002476 0.005018 -0.000118 -0.000164 0.000071
29.500000 67.500000 3169 0.997082 0.499667 0.701092 0.009739 0.002406 0.004886 0.000044 -0.000123 0.000007
29.500000 68.500000 3198 0.998344 0.500560 0.698720 0.009988 0.002438 0.004944 -0.000037 -0.000035 0.000119
29.500000 69.500000 3098 1.002085 0.498467 0.700689 0.010027 0.002469 0.004945 0.000153 -0.000004 0.000002
29.500000 70.500000 3220 1.002058 0.499336 0.699680 0.010338 0.002394 0.005061 -0.000023 -0.000067 -0.000040
29.500000 71.500000 3161 0.995837 0.499795 0.701550 0.009793 0.002439 0.004983 -0.000018 0.000025 0.000000
29.500000 72.500000 3167 1.000766 0.500284 0.701861 0.010044 0.002493 0.004859 0.000016 -0.000039 0.000027
29.500000 73.500000 3159 1.000254 0.500030 0.699654 0.009914 0.002529 0.005043 -0.000031 0.000084 -0.000028
29.500000 74.500000 3111 1.001576 0.500592 0.699238 0.010077 0.002371 0.004905 -0.000005 -0.000046 0.000144
29.500000 75.500000 3155 1.000547 0.500388 0.698217 0.010037 0.002506 0.005009 0.000040 -0.000138 0.000015
29.500000 76.500000 3199 0.999556 0.501972 0.698267 0.010031 0.002618 0.004914 -0.000047 -0.000008 0.000030
29.500000 77.500000 3109 0.998627 0.500560 0.699624 0.010050 0.002533 0.004903 -0.000093 0.000110 0.000033
29.500000 78.500000 3191 0.998169 0.499268 0.699242 0.009898 0.002551 0.004869 -0.000080 -0.000006 -0.000030
29.500000 79.500000 3147 0.999282 0.500013 0.699700 0.010000 0.002434 0.004875 0.000023 -0.000167 -0.000113
29.500000 80.500000 3128 1.000198 0.500406 0.699169 0.009890 0.002492 0.004916 0.000063 0.000225 0.000050
29.500000 81.500000 3046 1.002292 0.499886 0.698526 0.009843 0.002431 0.004988 -0.000145 -0.000055 -0.000055
29.500000 82.500000 3141 1.000156 0.499093 0.701224 0.010289 0.002481 0.004875 -0.000017 -0.000122 -0.000057
29.500000 83.500000 3137 0.997646 0.501782 0.700370 0.009722 0.002588 0.004980 0.000017 -0.000022 -0.000140
29.500000 84.500000 3059 0.999742 0.499678 0.701768 0.009922 0.002418 0.004732 0.000013 -0.000147 0.000076
29.500000 85.500000 3142 0.998247 0.499791 0.699486 0.010070 0.002490 0.004589 -0.000070 -0.000067 0.000110
29.500000 86.500000 3208 1.000392 0.500895 0.697825 0.010289 0.002491 0.004871 0.000066 0.000126 0.000015
29.500000 87.500000 3076 0.999840 0.500393 0.700651 0.009855 0.002539 0.004778 -0.000113 0.000000 -0.000006
29.500000 88.500000 3170 0.997813 0.499694 0.700497 0.009723 0.002518 0.004952 0.000087 -0.000132 0.000079
29.500000 89.500000 3135 0.997945 0.499829 0.700113 0.010401 0.002504 0.004849 0.000144 -0.000313 0.000000
29.500000 90.500000 3139 1.001640 0.500824 0.702852 0.009791 0.002442 0.004985 0.000055 0.000032 -0.000128
29.500000 91.500000 3154 0.996892 0.499488 0.700022 0.010103 0.002472 0.004977 -0.000009 -0.000162 -0.000034
29.500000 92.500000 3105 1.001253 0.500854 0.701982 0.009432 0.002519 0.004724 0.000062 0.000110 0.000022
29.500000 93.500000 3232 1.001609 0.499607 0.699301 0.010373 0.002434 0.004994 -0.000063 0.000144 0.000130
29.500000 94.500000 3080 1.000622 0.498797 0.698562 0.010063 0.002405 0.004977 -0.000046 0.000084 -0.000078
29.500000 95.500000 3110 1.001472 0.499113 0.700256 0.010292 0.002438 0.004879 -0.000148 -0.000076 0.000097
29.500000 96.500000 3171 1.000193 0.500032 0.700075 0.009923 0.002473 0.004965 -0.000046 0.000131 0.000087
29.500000 97.500000 3126 0.997411 0.500531 0.697856 0.009752 0.002498 0.004709 -0.000114 -0.000050 0.000037
29.500000 98.500000 3268 1.003497 0.501588 0.701152 0.009844 0.002583 0.004734 -0.000030 0.000030 -0.000130
29.500000 99.500000 3063 1.001092 0.500295 0.700851 0.009833 0.002506 0.004751 0.000109 -0.000036 0.000021
29.500000 100.500000 832 0.998447 0.504591 0.700815 0.010697 0.002457 0.004761 -0.000289 0.000117 -0.000026
30.500000 0.500000 2329 -1.000643 0.497642 0.701308 0.010293 0.002534 0.004953 0.000159 -0.000108 0.000028
30.500000 1.500000 3110 -0.996993 0.499276 0.701077 0.010015 0.002360 0.004759 -0.000020 0.000058 0.000017
30.500000 2.500000 3061 -0.998296 0.500417 0.702641 0.010074 0.002364 0.004940 0.000109 0.000058 -0.000077
30.500000 3.500000 3065 -0.995500 0.499997 0.699476 0.010309 0.002476 0.004831 -0.000078 -0.000178 -0.000021
30.500000 4.500000 3129 -1.004966 0.499737 0.698455 0.010049 0.002411 0.004732 0.000011 0.000067 0.000070
30.500000 5.500000 3146 -0.997714 0.498401 0.699608 0.010078 0.002544 0.004845 0.000010 -0.000047 -0.000006
30.500000 6.500000 3075 -1.004140 0.499531 0.701744 0.010176 0.002467 0.004940 0.000006 0.000170 -0.000069
30.500000 7.500000 3126 -1.001257 0.499782 0.698755 0.009880 0.002530 0.004792 0.000096 -0.000041 -0.000065
30.500000 8.500000 3098 -0.999119 0.498353 0.697287 0.009624 0.002408 0.004966 0.000059 0.000020 0.000073
30.500000 9.500000 2992 -1.001494 0.498603 0.700815 0.010185 0.002522 0.004931 -0.000086 -0.000259 0.000015
30.500000 10.500000 3060 -0.998330 0.498985 0.698823 0.009624 0.002503 0.004727 -0.000152 0.000183 0.000039
30.500000 11.500000 3139 -1.000851 0.500745 0.702612 0.009571 0.002521 0.004864 0.000002 -0.000030 0.000073
30.500000 12.500000 3195 -1.001918 0.499819 0.702246 0.009888 0.002574 0.004962 0.000078 0.000161 -0.000084
30.500000 13.500000 3084 -1.001886 0.500514 0.700823 0.009991 0.002581 0.005109 0.000104 0.000050 -0.000057
30.500000 14.500000 3126 -0.999041 0.500075 0.699434 0.009886 0.002515 0.004968 -0.000051 -0.000185 -0.000087
30.500000 15.500000 3097 -1.000137 0.499965 0.699760 0.009951 0.002544 0.004855 0.000042 -0.000094 -0.000017
30.500000 16.500000 3181 -1.001622 0.499637 0.699929 0.010034 0.002509 0.004978 -0.000100 -0.000074 0.000014
30.500000 17.500000 3123 -1.001862 0.499967 0.699280 0.010051 0.002586 0.004868 0.000040 0.000010 0.000015
30.500000 18.500000 3074 -0.999282 0.499090 0.700146 0.009814 0.002507 0.004868 -0.000026 -0.000043 0.000088
30.500000 19.500000 3141 -0.999977 0.498332 0.698928 0.009851 0.002458 0.005002 0.000068 -0.000113 0.000030
30.500000 20.500000 3163 -1.003406 0.498508 0.700056 0.009995 0.002596 0.004869 0.000014 -0.000104 0.000035
30.500000 21.500000 3031 -0.999459 0.501439 0.699363 0.010132 0.002447 0.005063 -0.000120 -0.000038 0.000050
30.500000 22.500000 3141 -1.006217 0.499931 0.699883 0.010433 0.002474 0.005022 -0.000057 0.000031 0.000010
30.500000 23.500000 3237 -1.005022 0.499434 0.698631 0.009966 0.002525 0.004919 0.000014 -0.000156 0.000021
30.500000 24.500000 3094 -0.999445 0.500210 0.699893 0.010225 0.002538 0.004913 -0.000041 0.000074 -0.000033
30.500000 25.500000 3079 -0.999393 0.499267 0.700737 0.009747 0.002602 0.005171 0.000103 -0.000050 -0.000013
30.500000 26.500000 3133 -1.000080 0.500229 0.699551 0.010007 0.002467 0.004805 -0.000063 -0.000210 -0.000002
30.500000 27.500000 3128 -0.998943 0.499601 0.701382 0.010171 0.002442 0.004826 -0.000007 -0.000080 0.000061
30.500000 28.500000 3129 -0.996340 0.500730 0.699774 0.009939 0.002571 0.004840 -0.000058 0.000100 0.000101
30.500000 29.500000 3112 -0.999287 0.499465 0.699473 0.010662 0.002552 0.005067 -0.000206 -0.000194 0.000048
30.500000 30.500000 3230 -0.995744 0.500314 0.698901 0.009893 0.002517 0.004961 -0.000002 0.000033 -0.000044
30.500000 31.500000 3029 -1.000696 0.500206 0.698253 0.009529 0.002475 0.004758 -0.000109 -0.000228 -0.000042
30.500000 32.500000 3124 -0.998999 0.498851 0.701129 0.009890 0.002500 0.004953 0.000005 0.000162 0.000010
30.500000 33.500000 3222 -1.000698 0.501164 0.699130 0.010098 0.002519 0.004714 0.000084 0.000015 -0.000004
30.500000 34.500000 2995 -0.999191 0.500488 0.698498 0.010253 0.002460 0.004975 0.000099 -0.000026 0.000061
30.500000 35.500000 3052 -0.996859 0.500880 0.702259 0.010025 0.002406 0.004826 -0.000124 0.000111 0.000015
